voteThreadId,userId,threadId,vote
246,101,462,0
247,38,649,0
248,423,954,0
249,534,609,1
250,448,1163,1
251,703,857,0
252,695,301,1
253,118,673,1
254,705,1046,0
255,111,494,0
256,795,106,0
257,796,11,1
258,228,6,1
259,448,597,0
260,708,953,1
261,531,579,0
262,823,260,1
263,706,561,0
264,866,1646,1
265,455,299,1
266,293,936,0
267,475,96,0
268,429,560,0
269,486,1178,1
270,578,337,0
271,274,480,1
272,487,1126,1
273,111,93,1
274,415,206,1
275,817,803,0
276,456,396,1
277,300,1026,1
278,302,870,1
279,828,177,0
280,538,525,0
281,698,572,1
282,80,241,0
283,288,687,0
284,146,398,1
285,538,698,0
286,396,120,1
287,722,1419,0
288,473,1357,0
289,292,1003,0
290,867,441,0
291,198,1519,1
292,393,900,0
293,212,1301,1
294,563,614,0
295,120,14,0
296,449,1079,0
297,321,1406,0
298,426,244,0
299,265,1116,1
300,148,177,1
301,856,464,1
302,792,1014,0
303,318,1409,0
304,935,1119,1
305,883,977,0
306,449,1304,1
307,397,404,1
308,70,14,0
309,186,850,0
310,766,1432,0
311,904,1021,1
312,288,759,1
313,537,1665,0
314,595,1110,0
315,782,432,1
316,866,1284,1
317,354,196,0
318,552,132,1
319,194,1174,0
320,446,1336,0
321,293,1258,1
322,38,929,0
323,783,986,0
324,298,207,1
325,611,291,0
326,655,1113,0
327,121,1425,1
328,911,28,0
329,266,52,0
330,56,766,1
331,855,693,1
332,642,1344,0
333,312,1041,0
334,296,628,0
335,244,836,0
336,127,1438,0
337,78,1315,0
338,328,548,0
339,672,1210,0
340,697,108,1
341,484,1682,1
342,471,1279,1
343,450,913,0
344,495,197,0
345,403,980,1
346,523,531,1
347,285,1377,1
348,827,1531,0
349,873,1297,1
350,38,1493,1
351,96,806,1
352,495,1677,1
353,11,541,1
354,316,772,0
355,773,1061,1
356,87,60,0
357,509,871,1
358,147,365,0
359,185,31,0
360,813,1633,0
361,550,571,1
362,438,1386,1
363,399,1076,1
364,509,535,0
365,597,1657,0
366,267,375,1
367,86,1052,1
368,659,219,1
369,706,946,1
370,281,608,1
371,151,81,0
372,632,266,0
373,769,1220,0
374,417,923,1
375,589,134,0
376,534,1533,1
377,224,1682,1
378,70,1131,1
379,779,132,0
380,196,1560,1
381,268,119,0
382,689,948,1
383,105,1298,1
384,130,444,1
385,357,448,0
386,758,280,0
387,265,67,1
388,689,251,1
389,41,162,0
390,822,788,0
391,251,287,1
392,570,1352,1
393,537,1593,0
394,16,126,0
395,936,1584,1
396,314,1309,1
397,560,718,1
398,840,900,1
399,575,109,0
400,135,1371,1
401,646,1544,0
402,85,183,0
403,751,102,1
404,371,426,0
405,788,1114,1
406,574,450,0
407,783,1455,0
408,916,527,0
409,452,1232,0
410,874,1500,1
411,820,1278,0
412,642,405,1
413,658,30,0
414,236,737,0
415,592,263,0
416,238,664,1
417,180,1173,0
418,920,1458,0
419,167,870,1
420,47,1677,1
421,217,978,0
422,355,201,1
423,483,1596,0
424,561,1227,1
425,587,1090,1
426,325,1066,0
427,133,346,1
428,229,1598,0
429,163,1575,1
430,642,182,1
431,78,230,0
432,839,1124,0
433,414,885,1
434,248,1342,1
435,258,556,0
436,254,822,0
437,928,301,1
438,338,1394,0
439,19,851,1
440,233,1267,1
441,884,605,0
442,827,240,0
443,726,1355,1
444,372,814,1
445,82,6,1
446,86,1119,1
447,43,1168,1
448,22,177,0
449,260,442,1
450,612,527,0
451,326,39,0
452,194,1351,0
453,327,58,0
454,808,360,0
455,809,1615,1
456,420,1411,1
457,641,612,0
458,564,757,0
459,723,1595,0
460,276,1307,1
461,244,505,0
462,560,758,1
463,24,207,0
464,68,606,1
465,822,199,0
466,593,315,0
467,571,346,0
468,942,294,1
469,93,1667,1
470,190,626,1
471,338,1085,1
472,575,906,0
473,898,180,0
474,670,1074,0
475,689,698,1
476,272,1532,0
477,762,418,1
478,846,307,0
479,704,1556,1
480,57,39,1
481,15,497,0
482,377,574,0
483,460,370,0
484,885,755,1
485,73,523,0
486,377,105,1
487,908,550,1
488,212,1229,0
489,220,989,0
490,423,934,0
491,356,837,1
492,787,1508,1
493,632,294,0
494,916,1502,0
495,647,1381,1
496,737,804,0
497,604,59,0
498,20,1065,1
499,408,1177,1
500,814,469,0
501,662,1090,1
502,44,699,1
503,238,616,0
504,931,1625,0
505,154,1363,0
506,459,1132,0
507,540,886,1
508,365,847,1
509,605,605,1
510,664,327,1
511,569,650,1
512,651,354,1
513,331,303,1
514,303,1270,0
515,398,108,1
516,778,849,0
517,260,285,0
518,457,531,0
519,453,222,0
520,676,1420,1
521,544,1583,1
522,325,1598,0
523,571,675,0
524,298,135,1
525,145,1011,1
526,520,988,1
527,298,855,1
528,542,940,0
529,201,1249,0
530,284,1651,0
531,240,201,0
532,928,1582,0
533,465,1012,1
534,896,1186,0
535,804,393,1
536,252,352,0
537,22,1473,0
538,38,980,0
539,456,440,0
540,521,1450,0
541,758,497,1
542,425,476,1
543,929,970,0
544,187,212,1
545,494,784,0
546,508,1675,0
547,551,297,1
548,733,334,0
549,458,402,0
550,465,625,0
551,290,768,0
552,867,955,1
553,294,1161,0
554,476,457,0
555,422,719,0
556,9,1335,0
557,367,1632,0
558,209,793,0
559,848,1582,0
560,675,29,1
561,338,1406,0
562,800,1137,1
563,416,857,0
564,300,799,0
565,564,1041,0
566,112,489,0
567,521,1422,1
568,282,1471,0
569,30,1408,1
570,922,328,0
571,17,59,1
572,214,533,0
573,412,1481,1
574,211,373,1
575,234,47,0
576,545,300,0
577,550,399,0
578,180,799,0
579,732,792,0
580,516,694,0
581,871,1645,1
582,901,1567,0
583,551,575,0
584,267,1283,1
585,89,1069,0
586,634,278,0
587,486,140,0
588,504,326,1
589,219,39,0
590,251,1258,0
591,156,1467,1
592,172,1181,0
593,381,1621,0
594,303,285,1
595,926,975,0
596,145,1492,0
597,781,1432,0
598,618,946,1
599,928,1216,0
600,608,1621,1
601,471,1407,0
602,639,1635,0
603,801,1621,0
604,185,1370,0
605,810,1297,1
606,716,1144,1
607,939,332,1
608,270,289,0
609,832,440,1
610,895,1153,1
611,398,76,0
612,441,465,1
613,698,327,0
614,48,935,0
615,884,1392,0
616,683,1027,0
617,127,1250,0
618,345,473,0
619,748,1032,0
620,553,94,1
621,445,620,1
622,349,744,1
623,319,840,1
624,387,1564,0
625,215,1576,1
626,609,801,0
627,921,562,0
628,115,538,1
629,398,1409,1
630,294,298,0
631,259,711,0
632,70,788,1
633,271,1116,1
634,751,583,0
635,724,707,1
636,72,864,1
637,780,17,0
638,413,938,0
639,303,96,0
640,701,642,0
641,778,1476,0
642,473,336,1
643,761,427,1
644,197,1652,0
645,10,1014,0
646,805,1678,1
647,228,1598,1
648,350,1344,0
649,656,989,0
650,589,656,0
651,119,812,1
652,428,614,1
653,540,1623,1
654,581,673,0
655,597,88,0
656,47,1445,1
657,15,1109,1
658,26,1099,1
659,612,866,0
660,881,213,1
661,43,1531,0
662,226,158,1
663,512,778,0
664,773,368,0
665,295,268,1
666,244,591,0
667,169,1679,1
668,539,1193,0
669,727,855,1
670,746,966,0
671,526,100,0
672,542,743,1
673,826,55,0
674,297,944,0
675,317,380,1
676,26,1633,0
677,232,1257,0
678,85,1521,1
679,813,380,0
680,57,695,0
681,328,530,1
682,719,451,0
683,926,695,0
684,479,474,1
685,173,1074,1
686,457,366,1
687,477,1216,1
688,902,260,1
689,478,206,0
690,651,543,1
691,320,950,1
692,135,1341,0
693,516,518,1
694,460,96,1
695,614,539,0
696,542,58,0
697,43,494,1
698,15,42,0
699,337,860,1
700,680,653,0
701,756,13,0
702,474,458,1
703,35,1099,1
704,589,1576,0
705,50,1350,0
706,118,1536,0
707,31,399,0
708,16,566,0
709,124,878,1
710,833,259,0
711,854,222,1
712,322,1632,0
713,440,1207,0
714,581,1237,0
715,415,1455,1
716,194,232,0
717,122,951,1
718,97,520,1
719,144,305,1
720,193,602,1
721,939,753,0
722,834,1061,0
723,941,1121,0
724,594,54,1
725,901,1039,1
726,711,193,1
727,896,1666,0
728,702,220,1
729,485,272,0
730,745,821,1
731,892,50,1
732,143,385,0
733,435,1010,1
734,845,712,1
735,306,420,0
736,178,678,0
737,872,1463,0
738,417,743,1
739,504,1505,1
740,100,586,0
741,34,1159,0
742,477,1621,0
743,914,301,1
744,210,583,0
745,216,329,1
746,751,294,1
747,665,871,1
748,88,679,1
749,629,518,1
750,237,1537,1
751,18,161,0
752,70,687,1
753,781,672,0
754,595,479,0
755,663,434,1
756,349,251,1
757,921,1306,0
758,126,228,1
759,507,779,0
760,651,200,0
761,518,1599,0
762,785,1458,1
763,187,608,0
764,70,81,1
765,678,1346,0
766,661,297,0
767,457,431,1
768,501,429,0
769,584,825,0
770,756,635,1
771,329,1600,1
772,54,1565,1
773,711,668,0
774,354,1375,1
775,846,478,1
776,403,745,1
777,582,1213,0
778,178,894,1
779,84,1267,1
780,517,404,1
781,452,438,0
782,806,837,0
783,740,1034,1
784,289,1199,0
785,625,1281,1
786,922,875,0
787,841,870,1
788,159,1141,0
789,232,181,0
790,822,429,1
791,471,1165,1
792,229,133,1
793,36,1639,0
794,152,1495,0
795,703,901,1
796,743,593,0
797,214,1542,0
798,277,1530,0
799,539,941,1
800,353,1379,1
801,769,952,0
802,719,803,0
803,800,1633,1
804,918,1174,0
805,485,181,0
806,767,35,1
807,728,1604,0
808,597,814,0
809,398,1537,0
810,188,404,0
811,27,416,1
812,507,845,1
813,175,277,0
814,695,1525,1
815,826,1484,1
816,96,999,1
817,663,59,1
818,938,1097,1
819,822,543,1
820,160,542,0
821,786,416,0
822,575,663,0
823,862,184,0
824,177,823,1
825,394,201,0
826,539,1294,0
827,544,1346,0
828,401,514,1
829,60,215,0
830,419,574,1
831,832,885,1
832,614,697,0
833,471,1021,0
834,618,100,1
835,732,309,1
836,744,681,0
837,210,1124,0
838,34,246,0
839,395,106,0
840,223,334,1
841,695,1682,1
842,246,1433,0
843,72,1506,1
844,577,364,0
845,74,1126,1
846,822,358,0
847,907,7,0
848,122,1295,1
849,908,370,0
850,729,875,1
851,65,490,1
852,805,1610,0
853,925,430,0
854,605,557,1
855,807,240,1
856,19,1244,1
857,412,731,0
858,123,541,1
859,49,302,0
860,900,1282,1
861,462,865,0
862,545,766,1
863,192,874,1
864,713,329,1
865,435,1230,0
866,316,8,1
867,695,189,1
868,27,84,0
869,674,1338,0
870,857,177,0
871,619,129,1
872,318,1138,0
873,194,500,1
874,71,685,1
875,139,494,0
876,621,48,1
877,596,428,0
878,125,526,0
879,424,952,0
880,481,1531,1
881,245,60,0
882,171,827,1
883,256,1372,0
884,32,1003,0
885,112,1657,0
886,146,125,0
887,838,309,1
888,190,291,1
889,842,912,1
890,640,1492,1
891,849,671,0
892,409,1262,1
893,657,794,0
894,250,970,0
895,771,1517,0
896,513,1328,1
897,516,250,0
898,640,1212,0
899,902,780,0
900,46,1172,1
901,242,59,0
902,184,939,0
903,43,1456,0
904,1,1612,0
905,504,421,1
906,115,47,1
907,737,499,1
908,614,1337,0
909,711,1257,1
910,741,742,1
911,464,315,0
912,784,134,0
913,441,1239,0
914,574,894,1
915,841,792,1
916,342,1588,1
917,330,328,1
918,933,763,0
919,770,1102,1
920,378,887,1
921,370,323,1
922,313,1429,0
923,204,1550,0
924,710,1543,0
925,754,442,0
926,448,498,1
927,941,801,1
928,548,432,0
929,382,1140,1
930,556,1104,1
931,735,400,1
932,747,1165,0
933,514,540,1
934,526,848,0
935,364,562,0
936,710,1680,1
937,687,663,0
938,849,1478,0
939,356,834,1
940,613,107,0
941,24,1423,1
942,1,917,0
943,221,1501,1
944,839,498,1
945,10,313,0
946,207,159,1
947,427,1023,0
948,73,1542,1
949,433,800,0
950,124,204,1
951,180,716,1
952,705,768,1
953,322,1185,0
954,923,198,1
955,668,788,1
956,131,1138,1
957,802,31,0
958,68,793,0
959,244,137,1
960,374,897,0
961,697,1315,0
962,463,1391,0
963,626,166,1
964,275,814,0
965,427,1576,0
966,526,354,1
967,446,1397,0
968,546,311,0
969,564,1468,1
970,413,284,1
971,195,374,0
972,47,874,1
973,197,193,0
974,325,1594,1
975,294,1308,0
976,888,1633,1
977,823,692,0
978,658,393,1
979,331,1342,0
980,943,892,0
981,861,1349,0
982,673,801,1
983,283,1412,0
984,790,76,1
985,432,949,1
986,26,1149,1
987,903,1648,0
988,382,35,0
989,73,430,1
990,307,566,1
991,100,806,0
992,213,44,0
993,55,834,1
994,79,484,1
995,411,8,0
996,624,1165,0
997,504,865,1
998,381,415,0
999,326,1236,0
1000,638,506,1
1001,482,800,1
1002,736,1065,0
1003,856,855,0
1004,784,35,1
1005,472,787,0
1006,502,1211,1
1007,805,1454,0
1008,195,726,0
1009,554,830,1
1010,242,16,1
1011,796,526,0
1012,510,15,0
1013,334,781,0
1014,21,435,0
1015,638,469,0
1016,441,1428,0
1017,243,585,0
1018,158,975,0
1019,386,165,1
1020,427,1133,1
1021,365,480,0
1022,611,1407,0
1023,41,785,0
1024,489,843,1
1025,402,1655,0
1026,319,237,1
1027,38,1037,1
1028,99,250,0
1029,25,933,0
1030,429,5,0
1031,736,595,0
1032,192,137,0
1033,130,950,1
1034,2,958,0
1035,222,270,1
1036,295,1072,1
1037,493,1156,0
1038,875,1270,0
1039,923,284,1
1040,345,1609,1
1041,706,1140,0
1042,356,948,1
1043,292,336,0
1044,417,458,1
1045,338,1164,1
1046,697,1669,0
1047,563,79,0
1048,383,1254,1
1049,61,340,1
1050,333,1491,1
1051,590,1276,0
1052,487,21,1
1053,819,547,1
1054,806,1305,1
1055,762,1348,0
1056,412,1198,1
1057,201,29,0
1058,708,893,0
1059,507,559,1
1060,150,570,1
1061,322,716,1
1062,440,232,0
1063,46,108,0
1064,28,296,0
1065,664,184,0
1066,656,598,1
1067,527,348,1
1068,138,93,0
1069,311,714,0
1070,748,358,1
1071,520,1191,1
1072,525,1241,1
1073,942,1250,1
1074,773,76,1
1075,701,1285,0
1076,743,1502,0
1077,405,798,0
1078,655,1659,1
1079,544,750,1
1080,823,1072,0
1081,478,737,1
1082,64,348,0
1083,36,1008,0
1084,627,121,0
1085,509,1582,0
1086,145,377,1
1087,837,1272,1
1088,329,1360,1
1089,790,770,1
1090,85,1088,1
1091,573,1357,0
1092,422,681,0
1093,541,552,1
1094,796,1030,0
1095,864,1028,0
1096,692,249,0
1097,227,349,1
1098,217,572,0
1099,584,694,0
1100,539,1100,0
1101,849,1080,0
1102,36,996,0
1103,167,769,1
1104,596,1486,1
1105,39,1067,0
1106,814,1149,0
1107,6,767,1
1108,467,976,0
1109,1,1246,0
1110,108,1435,1
1111,592,1367,1
1112,762,450,0
1113,254,1582,0
1114,63,1190,1
1115,418,1674,0
1116,761,969,1
1117,565,951,0
1118,619,933,1
1119,5,890,1
1120,81,1439,1
1121,29,496,1
1122,139,1215,0
1123,512,668,0
1124,406,1113,0
1125,940,1426,0
1126,366,1159,1
1127,599,556,0
1128,572,800,0
1129,550,142,1
1130,233,853,0
1131,19,412,0
1132,389,41,1
1133,612,350,1
1134,681,1109,0
1135,191,1528,0
1136,853,696,0
1137,121,712,0
1138,765,1263,0
1139,545,95,0
1140,60,1301,1
1141,647,1233,0
1142,594,856,1
1143,707,1558,1
1144,570,617,1
1145,317,1210,1
1146,121,197,0
1147,479,913,1
1148,410,1586,1
1149,396,1654,1
1150,584,1619,1
1151,831,1463,1
1152,891,587,0
1153,542,213,0
1154,461,929,0
1155,481,1206,0
1156,853,1067,0
1157,768,738,0
1158,521,1575,0
1159,192,810,1
1160,142,116,0
1161,348,29,0
1162,862,1365,1
1163,695,1594,1
1164,313,1439,0
1165,865,1444,0
1166,285,1621,1
1167,205,57,0
1168,373,508,1
1169,67,1203,1
1170,699,81,0
1171,759,892,0
1172,315,891,0
1173,735,137,0
1174,485,1099,1
1175,882,884,0
1176,113,854,1
1177,942,1473,0
1178,288,290,0
1179,481,1031,0
1180,594,350,1
1181,532,1423,1
1182,191,658,0
1183,921,762,0
1184,873,307,0
1185,287,1141,1
1186,900,832,1
1187,269,1008,1
1188,943,787,0
1189,149,649,0
1190,175,1187,1
1191,814,539,0
1192,781,1268,1
1193,749,756,0
1194,393,1358,0
1195,576,1652,1
1196,308,141,1
1197,687,1080,0
1198,834,1541,0
1199,49,416,0
1200,794,670,1
1201,927,1346,1
1202,476,702,1
1203,141,103,0
1204,688,196,1
1205,471,1285,0
1206,654,1360,0
1207,869,1520,0
1208,400,484,0
1209,101,1135,1
1210,634,350,1
1211,566,1277,1
1212,51,167,0
1213,248,1070,1
1214,903,1017,0
1215,699,850,0
1216,939,1208,0
1217,343,416,1
1218,619,667,1
1219,252,226,1
1220,175,57,1
1221,87,1419,1
1222,743,1098,1
1223,796,1043,0
1224,531,516,1
1225,337,663,1
1226,442,95,1
1227,91,52,1
1228,922,1256,1
1229,29,863,0
1230,683,258,1
1231,29,804,1
1232,412,37,0
1233,740,95,0
1234,684,506,1
1235,891,215,0
1236,484,1639,0
1237,239,183,0
1238,226,1284,1
1239,413,1275,1
1240,279,1050,0
1241,529,1543,1
1242,782,954,0
1243,45,524,0
1244,432,122,1
1245,883,1248,1
1246,320,319,1
1247,587,238,0
1248,545,1142,1
1249,894,434,0
1250,926,1183,0
1251,915,193,1
1252,483,514,1
1253,808,1401,1
1254,3,365,0
1255,822,131,1
1256,697,1514,1
1257,343,862,0
1258,289,337,0
1259,726,929,0
1260,428,1026,0
1261,666,1239,1
1262,916,1102,0
1263,444,290,1
1264,790,625,1
1265,422,1544,1
1266,521,1060,0
1267,599,657,0
1268,28,338,1
1269,348,1335,1
1270,350,1024,0
1271,191,572,0
1272,682,1589,0
1273,770,81,0
1274,846,1068,1
1275,453,505,0
1276,170,1091,0
1277,638,1451,0
1278,895,1679,1
1279,762,110,1
1280,528,491,0
1281,53,379,0
1282,554,650,0
1283,23,991,0
1284,587,846,1
1285,119,1219,0
1286,357,1110,0
1287,624,1525,0
1288,663,171,0
1289,866,870,1
1290,885,1556,0
1291,777,315,1
1292,718,969,0
1293,534,5,0
1294,640,248,1
1295,876,1177,1
1296,624,1000,0
1297,709,30,1
1298,854,1511,1
1299,272,420,1
1300,671,919,0
1301,342,675,1
1302,435,1244,1
1303,405,1386,0
1304,151,56,0
1305,128,206,0
1306,21,1480,1
1307,146,895,0
1308,135,188,0
1309,11,1016,0
1310,272,313,0
1311,448,1521,1
1312,38,1055,0
1313,706,1393,1
1314,620,777,1
1315,406,579,1
1316,934,780,1
1317,235,1275,1
1318,338,47,0
1319,870,1404,1
1320,247,789,1
1321,414,1353,0
1322,137,1555,1
1323,63,591,0
1324,227,402,0
1325,802,467,0
1326,42,362,0
1327,195,782,1
1328,457,1269,1
1329,499,883,0
1330,454,1081,1
1331,788,607,0
1332,309,765,0
1333,162,581,0
1334,496,627,1
1335,539,1579,0
1336,486,1052,1
1337,786,542,0
1338,824,496,0
1339,173,865,0
1340,806,1488,1
1341,375,1488,1
1342,240,1167,0
1343,278,1288,1
1344,72,1184,1
1345,832,1345,0
1346,849,43,1
1347,285,652,0
1348,167,1210,0
1349,9,878,0
1350,503,1067,0
1351,99,57,1
1352,170,1542,1
1353,132,1385,0
1354,223,1635,1
1355,165,1145,1
1356,64,619,1
1357,924,788,0
1358,867,322,0
1359,325,1338,0
1360,327,1394,1
1361,631,1299,0
1362,938,811,0
1363,307,201,1
1364,455,976,1
1365,160,655,0
1366,689,794,1
1367,74,1434,1
1368,391,1436,0
1369,734,1486,1
1370,373,1540,0
1371,758,1640,1
1372,387,946,0
1373,440,13,0
1374,138,478,0
1375,171,458,0
1376,412,1640,0
1377,586,1679,0
1378,41,242,1
1379,117,781,0
1380,76,1636,1
1381,582,1604,1
1382,372,221,1
1383,616,259,1
1384,649,525,1
1385,749,1063,0
1386,509,680,0
1387,418,865,1
1388,713,1458,1
1389,520,526,0
1390,46,1261,1
1391,594,154,1
1392,941,1255,1
1393,107,246,1
1394,886,942,1
1395,874,1046,1
1396,816,265,1
1397,620,278,1
1398,369,1385,1
1399,836,1173,1
1400,885,538,1
1401,137,1216,1
1402,49,1386,0
1403,110,1574,0
1404,226,1540,1
1405,739,247,1
1406,384,847,0
1407,512,13,0
1408,805,551,1
1409,650,693,1
1410,86,65,1
1411,468,99,1
1412,410,981,1
1413,672,1508,0
1414,549,1609,1
1415,237,609,1
1416,449,1606,0
1417,923,763,0
1418,620,79,0
1419,735,1682,1
1420,380,622,0
1421,799,1451,0
1422,306,523,0
1423,555,266,0
1424,376,526,1
1425,102,1142,0
1426,546,46,0
1427,397,1181,1
1428,239,1128,0
1429,343,1098,0
1430,681,59,0
1431,639,1074,0
1432,129,36,0
1433,393,1368,0
1434,315,1116,1
1435,560,1010,1
1436,809,1428,1
1437,325,1384,0
1438,832,1150,1
1439,259,123,1
1440,252,881,0
1441,339,1007,1
1442,300,1453,1
1443,127,662,1
1444,290,203,1
1445,583,853,0
1446,595,1432,1
1447,780,1321,0
1448,181,36,0
1449,545,77,0
1450,911,1417,0
1451,673,733,0
1452,889,1089,1
1453,307,996,0
1454,42,1068,1
1455,461,1341,0
1456,916,480,1
1457,901,891,1
1458,193,1067,1
1459,433,1633,1
1460,7,431,1
1461,897,1242,0
1462,79,1587,0
1463,119,1348,1
1464,245,591,1
1465,353,424,0
1466,475,202,1
1467,536,724,1
1468,114,870,1
1469,303,1528,0
1470,297,836,0
1471,254,826,0
1472,74,470,0
1473,196,413,0
1474,261,690,1
1475,825,1531,0
1476,333,1362,1
1477,548,549,0
1478,686,1383,1
1479,45,922,0
1480,659,1141,0
1481,25,1425,1
1482,581,1246,0
1483,132,690,1
1484,845,210,0
1485,353,1356,1
1486,610,1262,1
1487,558,614,0
1488,565,1376,0
1489,718,723,0
1490,825,1106,0
1491,529,1243,1
1492,544,1191,1
1493,6,173,0
1494,221,473,1
1495,137,1332,1
1496,25,293,0
1497,338,1258,1
1498,564,1558,1
1499,233,992,1
1500,438,1162,1
1501,772,240,1
1502,561,1420,1
1503,855,1410,0
1504,851,374,0
1505,116,1149,1
1506,509,800,1
1507,395,1328,1
1508,767,829,0
1509,31,1225,0
1510,903,364,1
1511,545,428,0
1512,299,755,1
1513,770,592,1
1514,500,1239,1
1515,68,361,0
1516,819,739,0
1517,295,271,0
1518,446,1660,0
1519,852,174,0
1520,824,898,0
1521,886,1210,0
1522,167,1572,1
1523,575,96,0
1524,940,860,1
1525,286,555,0
1526,788,1637,1
1527,139,357,0
1528,344,386,0
1529,10,227,0
1530,638,569,1
1531,187,897,1
1532,625,531,0
1533,114,1033,1
1534,483,816,0
1535,293,226,0
1536,294,698,1
1537,745,501,0
1538,194,1518,1
1539,550,1600,0
1540,16,439,0
1541,314,796,0
1542,757,218,1
1543,67,852,1
1544,78,1361,0
1545,465,304,0
1546,617,1459,1
1547,366,1541,1
1548,52,610,0
1549,368,364,1
1550,483,27,0
1551,865,1360,1
1552,565,1570,0
1553,428,1456,0
1554,206,586,0
1555,811,1200,1
1556,362,484,0
1557,36,1408,0
1558,418,1352,0
1559,25,244,1
1560,153,1225,0
1561,501,1379,0
1562,541,1168,1
1563,106,1518,1
1564,780,858,0
1565,649,1345,1
1566,474,751,1
1567,567,666,0
1568,88,591,0
1569,664,1012,1
1570,369,1031,1
1571,762,89,1
1572,117,574,1
1573,253,1127,0
1574,845,1676,1
1575,869,586,1
1576,929,1123,0
1577,383,137,0
1578,669,424,1
1579,551,1286,1
1580,924,1478,1
1581,30,549,0
1582,378,367,0
1583,585,1207,0
1584,747,1597,1
1585,544,780,0
1586,125,1325,1
1587,406,1204,1
1588,892,1462,0
1589,792,717,1
1590,719,1445,0
1591,877,255,1
